resultId;raceId;driverId;constructorId;Name;date;number;grid;position;positionText;positionOrder;points;PointsAfterRace;laps;time;milliseconds;fastestLap;rank;fastestLapTime;fastestLapSpeed;statusId
25239;1065;9;51;Italy;12/9/2021;88;17;14;14;14;0;;53;+29.769;4944134;53;12;1:25.849;242.924;1
25240;1065;854;210;Italy;12/9/2021;47;18;15;15;15;0;;53;+51.088;4965453;52;17;1:26.707;240.520;1
25241;1065;853;210;Italy;12/9/2021;9;16;\N;R;16;0;;41;\N;\N;41;18;1:27.202;239.155;131
25244;1065;842;213;Italy;12/9/2021;10;0;\N;R;19;0;;3;\N;\N;2;19;1:29.005;234.310;22
25245;1065;852;213;Italy;12/9/2021;22;0;\N;W;20;0;;0;\N;\N;\N;0;\N;\N;23
25246;1066;1;131;Russia;26/9/2021;44;4;1;1;1;25;246,5;53;1:30:41.001;5441001;43;2;1:37.575;215.760;1
25247;1066;830;9;Russia;26/9/2021;33;20;2;2;2;18;244,5;53;+53.271;5494272;28;5;1:38.396;213.959;1
25248;1066;832;6;Russia;26/9/2021;55;2;3;3;3;15;;53;+1:02.475;5503476;40;12;1:39.294;212.024;1
25249;1066;817;1;Russia;26/9/2021;3;5;4;4;4;12;;53;+1:05.607;5506608;24;9;1:39.124;212.388;1
25250;1066;822;131;Russia;26/9/2021;77;16;5;5;5;10;;53;+1:07.533;5508534;31;3;1:38.216;214.352;1
25251;1066;4;214;Russia;26/9/2021;14;6;6;6;6;8;;53;+1:21.321;5522322;44;6;1:38.686;213.331;1
25252;1066;846;1;Russia;26/9/2021;4;1;7;7;7;7;;53;+1:27.224;5528225;39;1;1:37.423;216.096;1
25253;1066;8;51;Russia;26/9/2021;7;13;8;8;8;4;;53;+1:28.955;5529956;34;16;1:40.289;209.921;1
25254;1066;815;9;Russia;26/9/2021;11;8;9;9;9;2;;53;+1:30.076;5531077;45;10;1:39.215;212.193;1
25255;1066;847;3;Russia;26/9/2021;63;3;10;10;10;1;;53;+1:40.551;5541552;40;18;1:40.596;209.280;1
25256;1066;840;117;Russia;26/9/2021;18;7;11;11;11;0;;53;+1:46.198;5547199;35;17;1:40.464;209.555;1
25257;1066;20;117;Russia;26/9/2021;5;10;12;12;12;0;;52;\N;\N;44;11;1:39.251;212.116;11
25258;1066;842;213;Russia;26/9/2021;10;11;13;13;13;0;;52;\N;\N;35;4;1:38.279;214.214;11
25259;1066;839;214;Russia;26/9/2021;31;9;14;14;14;0;;52;\N;\N;34;19;1:40.598;209.276;11
25260;1066;844;6;Russia;26/9/2021;16;19;15;15;15;0;;52;\N;\N;45;7;1:38.994;212.667;11
25261;1066;841;51;Russia;26/9/2021;99;17;16;16;16;0;;52;\N;\N;39;8;1:39.058;212.530;11
25262;1066;852;213;Russia;26/9/2021;22;12;17;17;17;0;;52;\N;\N;42;13;1:39.960;210.612;11
25263;1066;853;210;Russia;26/9/2021;9;15;18;18;18;0;;51;\N;\N;24;20;1:41.713;206.982;12
25264;1066;849;3;Russia;26/9/2021;6;18;19;19;19;0;;47;\N;\N;42;14;1:40.000;210.528;3
25265;1066;854;210;Russia;26/9/2021;47;14;\N;R;20;0;;32;\N;\N;22;15;1:40.276;209.948;44
25270;1067;1;131;Turkey;10/10/2021;44;11;5;5;5;10;256,5;58;+41.812;5505915;52;10;1:32.763;207.160;1
25267;1067;830;9;Turkey;10/10/2021;33;2;2;2;2;18;262,5;58;+14.584;5478687;53;9;1:32.759;207.169;1
25266;1067;822;131;Turkey;10/10/2021;77;1;1;1;1;26;;58;1:31:04.103;5464103;58;1;1:30.432;212.500;1
25268;1067;815;9;Turkey;10/10/2021;11;6;3;3;3;15;;58;+33.471;5497574;53;4;1:32.459;207.841;1
25269;1067;844;6;Turkey;10/10/2021;16;3;4;4;4;12;;58;+37.814;5501917;57;8;1:32.737;207.218;1
25271;1067;842;213;Turkey;10/10/2021;10;4;6;6;6;8;;58;+44.292;5508395;50;11;1:32.814;207.046;1
25272;1067;846;1;Turkey;10/10/2021;4;7;7;7;7;6;;58;+47.213;5511316;50;3;1:32.446;207.870;1
25273;1067;832;6;Turkey;10/10/2021;55;19;8;8;8;4;;58;+51.526;5515629;49;2;1:31.921;209.057;1
25274;1067;840;117;Turkey;10/10/2021;18;8;9;9;9;2;;58;+1:22.018;5546121;58;6;1:32.608;207.506;1
25275;1067;839;214;Turkey;10/10/2021;31;12;10;10;10;1;;57;\N;\N;24;19;1:34.584;203.171;11
25276;1067;841;51;Turkey;10/10/2021;99;16;11;11;11;0;;57;\N;\N;57;13;1:32.904;206.845;11
25277;1067;8;51;Turkey;10/10/2021;7;17;12;12;12;0;;57;\N;\N;50;5;1:32.586;207.556;11
25278;1067;817;1;Turkey;10/10/2021;3;20;13;13;13;0;;57;\N;\N;34;15;1:33.255;206.067;11
25279;1067;852;213;Turkey;10/10/2021;22;9;14;14;14;0;;57;\N;\N;54;12;1:32.844;206.979;11
25280;1067;847;3;Turkey;10/10/2021;63;13;15;15;15;0;;57;\N;\N;53;16;1:33.399;205.749;11
25281;1067;4;214;Turkey;10/10/2021;14;5;16;16;16;0;;57;\N;\N;55;14;1:33.252;206.073;11
25282;1067;849;3;Turkey;10/10/2021;6;15;17;17;17;0;;57;\N;\N;48;17;1:33.672;205.149;11
25283;1067;20;117;Turkey;10/10/2021;5;10;18;18;18;0;;57;\N;\N;54;7;1:32.730;207.233;11
25284;1067;854;210;Turkey;10/10/2021;47;14;19;19;19;0;;56;\N;\N;52;18;1:34.209;203.980;12
25285;1067;853;210;Turkey;10/10/2021;9;18;20;20;20;0;;56;\N;\N;52;20;1:35.438;201.353;12
25286;1069;830;9;USA;24/10/2021;33;1;1;1;1;25;287,5;56;1:34:36.552;5676552;52;2;1:39.096;200.278;1
25287;1069;1;131;USA;24/10/2021;44;2;2;2;2;19;275,5;56;+1.333;5677885;41;1;1:38.485;201.521;1
25288;1069;815;9;USA;24/10/2021;11;3;3;3;3;15;;56;+42.223;5718775;32;4;1:39.566;199.333;1
25289;1069;844;6;USA;24/10/2021;16;4;4;4;4;12;;56;+52.246;5728798;41;3;1:39.303;199.861;1
25290;1069;817;1;USA;24/10/2021;3;6;5;5;5;10;;56;+1:16.854;5753406;43;8;1:40.345;197.785;1
25291;1069;822;131;USA;24/10/2021;77;9;6;6;6;8;;56;+1:20.128;5756680;41;6;1:40.147;198.176;1
25292;1069;832;6;USA;24/10/2021;55;5;7;7;7;6;;56;+1:23.545;5760097;40;9;1:40.377;197.722;1
25293;1069;846;1;USA;24/10/2021;4;7;8;8;8;4;;56;+1:24.395;5760947;41;7;1:40.228;198.016;1
25294;1069;852;213;USA;24/10/2021;22;10;9;9;9;2;;55;\N;\N;47;13;1:41.151;196.209;11
25295;1069;20;117;USA;24/10/2021;5;18;10;10;10;1;;55;\N;\N;40;10;1:40.481;197.517;11
25296;1069;841;51;USA;24/10/2021;99;12;11;11;11;0;;55;\N;\N;44;12;1:41.145;196.221;11
25297;1069;840;117;USA;24/10/2021;18;13;12;12;12;0;;55;\N;\N;36;14;1:41.189;196.135;11
25298;1069;8;51;USA;24/10/2021;7;15;13;13;13;0;;55;\N;\N;43;15;1:41.340;195.843;11
25299;1069;847;3;USA;24/10/2021;63;20;14;14;14;0;;55;\N;\N;36;11;1:41.120;196.269;11
25300;1069;849;3;USA;24/10/2021;6;14;15;15;15;0;;55;\N;\N;46;17;1:41.818;194.924;11
25301;1069;854;210;USA;24/10/2021;47;16;16;16;16;0;;54;\N;\N;36;16;1:41.395;195.737;12
25302;1069;853;210;USA;24/10/2021;9;17;17;17;17;0;;54;\N;\N;42;20;1:42.886;192.900;12
25303;1069;4;214;USA;24/10/2021;14;19;\N;R;18;0;;49;\N;\N;46;5;1:40.067;198.335;65
25304;1069;839;214;USA;24/10/2021;31;11;\N;R;19;0;;40;\N;\N;28;19;1:42.194;194.207;26
25305;1069;842;213;USA;24/10/2021;10;8;\N;R;20;0;;14;\N;\N;12;18;1:42.015;194.547;22
25306;1070;830;9;Mexico;7/11/2021;33;3;1;1;1;25;312,5;71;1:38:39.086;5919086;52;2;1:18.999;196.134;1
25307;1070;1;131;Mexico;7/11/2021;44;2;2;2;2;18;293,5;71;+16.555;5935641;66;4;1:19.820;194.116;1
25308;1070;815;9;Mexico;7/11/2021;11;4;3;3;3;15;;71;+17.752;5936838;49;3;1:19.468;194.976;1
25309;1070;842;213;Mexico;7/11/2021;10;5;4;4;4;12;;71;+1:03.845;5982931;66;7;1:20.510;192.453;1
25310;1070;844;6;Mexico;7/11/2021;16;8;5;5;5;10;;71;+1:21.037;6000123;63;9;1:20.665;192.083;1
25311;1070;832;6;Mexico;7/11/2021;55;6;6;6;6;8;;70;\N;\N;63;5;1:20.081;193.484;11
25312;1070;20;117;Mexico;7/11/2021;5;9;7;7;7;6;;70;\N;\N;70;6;1:20.460;192.572;11
25313;1070;8;51;Mexico;7/11/2021;7;10;8;8;8;4;;70;\N;\N;63;11;1:20.713;191.969;11
25314;1070;4;214;Mexico;7/11/2021;14;12;9;9;9;2;;70;\N;\N;54;10;1:20.711;191.973;11
25315;1070;846;1;Mexico;7/11/2021;4;18;10;10;10;1;;70;\N;\N;67;8;1:20.617;192.197;11
25316;1070;841;51;Mexico;7/11/2021;99;11;11;11;11;0;;70;\N;\N;68;16;1:21.523;190.061;11
25317;1070;817;1;Mexico;7/11/2021;3;7;12;12;12;0;;70;\N;\N;40;13;1:21.069;191.126;11
25318;1070;839;214;Mexico;7/11/2021;31;19;13;13;13;0;;70;\N;\N;67;14;1:21.348;190.470;11
25319;1070;840;117;Mexico;7/11/2021;18;20;14;14;14;0;;69;\N;\N;61;12;1:20.930;191.454;12
25320;1070;822;131;Mexico;7/11/2021;77;1;15;15;15;0;;69;\N;\N;69;1;1:17.774;199.223;12
25321;1070;847;3;Mexico;7/11/2021;63;16;16;16;16;0;;69;\N;\N;61;18;1:22.016;188.919;12
25322;1070;849;3;Mexico;7/11/2021;6;13;17;17;17;0;;69;\N;\N;66;17;1:21.546;190.008;12
25323;1070;853;210;Mexico;7/11/2021;9;15;18;18;18;0;;68;\N;\N;61;15;1:21.402;190.344;13
25324;1070;854;210;Mexico;7/11/2021;47;14;\N;R;19;0;;0;\N;\N;\N;0;\N;\N;4
25325;1070;852;213;Mexico;7/11/2021;22;17;\N;R;20;0;;0;\N;\N;\N;0;\N;\N;4
25327;1071;830;9;Brazil;14/11/2021;33;2;2;2;2;20;332,5;71;+10.496;5553347;47;3;1:12.486;214.005;1
25326;1071;1;131;Brazil;14/11/2021;44;10;1;1;1;25;318,5;71;1:32:22.851;5542851;46;2;1:11.982;215.503;1
25328;1071;822;131;Brazil;14/11/2021;77;1;3;3;3;15;;71;+13.576;5556427;49;4;1:12.526;213.887;1
25329;1071;815;9;Brazil;14/11/2021;11;4;4;4;4;13;;71;+39.940;5582791;71;1;1:11.010;218.453;1
25330;1071;844;6;Brazil;14/11/2021;16;6;5;5;5;10;;71;+49.517;5592368;61;7;1:12.822;213.018;1
25331;1071;832;6;Brazil;14/11/2021;55;3;6;6;6;8;;71;+51.820;5594671;63;6;1:12.710;213.346;1
25332;1071;842;213;Brazil;14/11/2021;10;7;7;7;7;6;;70;\N;\N;53;8;1:13.227;211.839;11
25333;1071;839;214;Brazil;14/11/2021;31;8;8;8;8;4;;70;\N;\N;48;16;1:14.430;208.415;11
25334;1071;4;214;Brazil;14/11/2021;14;12;9;9;9;2;;70;\N;\N;37;12;1:13.922;209.848;11
25335;1071;846;1;Brazil;14/11/2021;4;5;10;10;10;1;;70;\N;\N;53;10;1:13.761;210.306;11
25336;1071;20;117;Brazil;14/11/2021;5;9;11;11;11;0;;70;\N;\N;69;9;1:13.634;210.668;11
25337;1071;8;51;Brazil;14/11/2021;7;0;12;12;12;0;;70;\N;\N;54;5;1:12.621;213.607;11
25338;1071;847;3;Brazil;14/11/2021;63;17;13;13;13;0;;70;\N;\N;45;15;1:14.355;208.626;11
25339;1071;841;51;Brazil;14/11/2021;99;13;14;14;14;0;;70;\N;\N;44;14;1:14.227;208.985;11
25340;1071;852;213;Brazil;14/11/2021;22;15;15;15;15;0;;70;\N;\N;62;13;1:14.204;209.050;11
25341;1071;849;3;Brazil;14/11/2021;6;16;16;16;16;0;;70;\N;\N;57;18;1:14.616;207.896;11
25342;1071;853;210;Brazil;14/11/2021;9;19;17;17;17;0;;69;\N;\N;36;19;1:14.954;206.958;12
25343;1071;854;210;Brazil;14/11/2021;47;18;18;18;18;0;;69;\N;\N;66;11;1:13.793;210.215;12
25344;1071;817;1;Brazil;14/11/2021;3;11;\N;R;19;0;;49;\N;\N;40;17;1:14.443;208.379;75
25345;1071;840;117;Brazil;14/11/2021;18;14;\N;R;20;0;;47;\N;\N;25;20;1:15.344;205.887;130
25346;1051;1;131;Qatar ;21/11/2021;44;1;1;1;1;25;343,5;57;1:24:28.471;5068471;50;2;1:25.084;227.633;1
25347;1051;830;9;Qatar ;21/11/2021;33;7;2;2;2;19;351,5;57;+25.743;5094214;57;1;1:23.196;232.799;1
25366;1072;1;131;Saudi arabia;5/12/2021;44;1;1;1;1;26;369,5;50;2:06:15.118;7575118;47;1;1:30.734;244.962;1
25367;1072;830;9;Saudi arabia;5/12/2021;33;3;2;2;2;18;369,5;50;+11.825;7586943;35;3;1:31.488;242.943;1
25368;1072;822;131;Saudi arabia;5/12/2021;77;2;3;3;3;15;;50;+27.531;7602649;47;2;1:31.408;243.155;1
25369;1072;839;214;Saudi arabia;5/12/2021;31;9;4;4;4;12;;50;+27.633;7602751;47;6;1:31.797;242.125;1
25370;1072;817;1;Saudi arabia;5/12/2021;3;11;5;5;5;10;;50;+40.121;7615239;43;11;1:32.716;239.725;1
25371;1072;842;213;Saudi arabia;5/12/2021;10;6;6;6;6;8;;50;+41.613;7616731;46;9;1:32.297;240.813;1
25372;1072;844;6;Saudi arabia;5/12/2021;16;4;7;7;7;6;;50;+44.475;7619593;46;4;1:31.601;242.643;1
25373;1072;832;6;Saudi arabia;5/12/2021;55;15;8;8;8;4;;50;+46.606;7621724;37;7;1:31.851;241.983;1
25374;1072;841;51;Saudi arabia;5/12/2021;99;10;9;9;9;2;;50;+58.505;7633623;37;15;1:32.865;239.340;1
25375;1072;846;1;Saudi arabia;5/12/2021;4;7;10;10;10;1;;50;+1:01.358;7636476;49;8;1:31.914;241.817;1
25376;1072;840;117;Saudi arabia;5/12/2021;18;18;11;11;11;0;;50;+1:17.212;7652330;45;14;1:32.804;239.498;1
25377;1072;849;3;Saudi arabia;5/12/2021;6;16;12;12;12;0;;50;+1:23.249;7658367;49;12;1:32.751;239.635;1
25378;1072;4;214;Saudi arabia;5/12/2021;14;13;13;13;13;0;;49;\N;\N;46;5;1:31.633;242.558;11
25379;1072;852;213;Saudi arabia;5/12/2021;22;8;14;14;14;0;;49;\N;\N;44;10;1:32.506;240.269;11
25380;1072;8;51;Saudi arabia;5/12/2021;7;12;15;15;15;0;;49;\N;\N;45;13;1:32.778;239.565;11
25381;1072;20;117;Saudi arabia;5/12/2021;5;17;\N;R;16;0;;44;\N;\N;41;16;1:34.030;236.375;130
25382;1072;815;9;Saudi arabia;5/12/2021;11;5;\N;R;17;0;;14;\N;\N;9;17;1:34.138;236.104;4
25383;1072;853;210;Saudi arabia;5/12/2021;9;20;\N;R;18;0;;14;\N;\N;7;20;1:37.043;229.036;4
25384;1072;847;3;Saudi arabia;5/12/2021;63;14;\N;R;19;0;;14;\N;\N;7;19;1:36.130;231.211;4
25385;1072;854;210;Saudi arabia;5/12/2021;47;19;\N;R;20;0;;8;\N;\N;8;18;1:36.043;231.421;3
25386;1073;830;9;Abu Dhabi;12/12/2021;33;1;1;1;1;26;395,5;58;1:30:17.345;5417345;39;1;1:26.103;220.800;1
25387;1073;1;131;Abu Dhabi;12/12/2021;44;2;2;2;2;18;387,5;58;+2.256;5419601;43;3;1:26.615;219.495;1
25388;1073;832;6;Abu Dhabi;12/12/2021;55;5;3;3;3;15;;58;+5.173;5422518;51;9;1:27.618;216.982;1
25389;1073;852;213;Abu Dhabi;12/12/2021;22;8;4;4;4;12;;58;+5.692;5423037;50;7;1:27.496;217.285;1
25390;1073;842;213;Abu Dhabi;12/12/2021;10;12;5;5;5;10;;58;+6.531;5423876;49;6;1:27.342;217.668;1
25391;1073;822;131;Abu Dhabi;12/12/2021;77;6;6;6;6;8;;58;+7.463;5424808;51;5;1:26.862;218.871;1
25392;1073;846;1;Abu Dhabi;12/12/2021;4;3;7;7;7;6;;58;+59.200;5476545;58;4;1:26.762;219.123;1
25393;1073;4;214;Abu Dhabi;12/12/2021;14;11;8;8;8;4;;58;+1:01.708;5479053;58;8;1:27.607;217.010;1
25394;1073;839;214;Abu Dhabi;12/12/2021;31;9;9;9;9;2;;58;+1:04.026;5481371;58;10;1:28.249;215.431;1
25395;1073;844;6;Abu Dhabi;12/12/2021;16;7;10;10;10;1;;58;+1:06.057;5483402;40;12;1:28.433;214.983;1
25396;1073;20;117;Abu Dhabi;12/12/2021;5;15;11;11;11;0;;58;+1:07.527;5484872;58;11;1:28.303;215.299;1
25397;1073;817;1;Abu Dhabi;12/12/2021;3;10;12;12;12;0;;57;\N;\N;48;14;1:28.723;214.280;11
25398;1073;840;117;Abu Dhabi;12/12/2021;18;13;13;13;13;0;;57;\N;\N;48;13;1:28.567;214.657;11
25399;1073;854;210;Abu Dhabi;12/12/2021;47;19;14;14;14;0;;57;\N;\N;42;17;1:29.457;212.522;11
25400;1073;815;9;Abu Dhabi;12/12/2021;11;4;15;15;15;0;;55;\N;\N;51;2;1:26.419;219.993;5
25401;1073;849;3;Abu Dhabi;12/12/2021;6;16;\N;R;16;0;;50;\N;\N;30;15;1:29.293;212.912;3
25402;1073;841;51;Abu Dhabi;12/12/2021;99;14;\N;R;17;0;;33;\N;\N;33;16;1:29.442;212.557;6
25403;1073;847;3;Abu Dhabi;12/12/2021;63;17;\N;R;18;0;;26;\N;\N;23;19;1:30.647;209.732;6
25404;1073;8;51;Abu Dhabi;12/12/2021;7;18;\N;R;19;0;;25;\N;\N;23;18;1:29.698;211.951;23
25405;1073;853;210;Abu Dhabi;12/12/2021;9;20;\N;W;20;0;;0;\N;\N;\N;0;\N;\N;139
